input,output,text_ar,text_fr,text_en,price,shortened_question
0,null,"يرجى اختيار الإضافات. لتخطي هذه المرحلة، اضغط مباشرة على 11، أو اختر الإضافات التي ترغب في إضافتها ثم اضغط على 11 للتأكيد","Veuillez choisir vos suppléments. Pour sauter cette étape, appuyez directement sur 11, sinon choisissez les suppléments à ajouter, puis tapez sur 11 pour confirmer","Please choose your toppings. To skip this step, press 11 directly, or select the toppings to add, then press 11 to confirm",,Supplément
1,18,كاتشب,Ketchup,Ketchup,0
2,18,خردل,Moutarde,Mustard,0
3,18,مايونيز,Mayonnaise,Mayonnaise,0
4,18,صلصة باربكيو,SauceBBQ,BBQ Sauce,0
5,18,دجاج,Poulet,Chicken,300
6,18,بيبروني,Peperonni,Pepperoni,300
7,18,لحم الخنزير,Bacon,Bacon,300
8,18,جبنة شيدر,Cheddar,Cheddar,300
9,18,جبنة سويسرية,Suisse,Swiss,300
10,18,روبيان,Crevettes,Shrimp,300
11,25,فلفل أحمر,Confirmer les supplements,Confirm supplements,0
