input,output,text_ar,text_fr,text_en,price,shortened_question
0,null,"يرجى اختيار الإضافات. لتخطي هذه المرحلة، اضغط مباشرة على 11، أو اختر الإضافات التي ترغب في إضافتها ثم اضغط على 11 للتأكيد","Veuillez choisir vos suppléments. Pour sauter cette étape, appuyez directement sur 11, sinon choisissez les suppléments à ajouter, puis tapez sur 11 pour confirmer","Please choose your toppings. To skip this step, press 11 directly, or select the toppings to add, then press 11 to confirm",,Supplément
1,16,كاتشب,Ketchup,Ketchup,0
2,16,خردل,Moutarde,Mustard,0
3,16,مايونيز,Mayonnaise,Mayonnaise,0
4,16,صلصة باربكيو,SauceBBQ,BBQ Sauce,0
5,16,دجاج,Poulet,Chicken,200
6,16,بيبروني,Peperonni,Pepperoni,200
7,16,لحم الخنزير,Bacon,Bacon,200
8,16,جبنة شيدر,Cheddar,Cheddar,200
9,16,جبنة سويسرية,Suisse,Swiss,200
10,16,روبيان,Crevettes,Shrimp,400
11,25,فلفل أحمر,Confirmer les supplements,Confirm supplements,0
